77.96 & 0.00 & 0.00 & 7.50 & 0.00 & 0.00 & 0.69 & 13.85 \\
52.64 & 0.00 & 0.00 & 4.41 & 0.00 & 0.00 & 1.32 & 41.63 \\
nan & nan & nan & nan & nan & nan & nan & nan \\
21.05 & 0.00 & 0.00 & 54.92 & 0.00 & 0.00 & 0.18 & 23.85 \\
30.28 & 0.00 & 0.00 & 33.94 & 0.00 & 0.00 & 0.00 & 35.78 \\
34.72 & 0.00 & 0.00 & 11.19 & 0.00 & 0.00 & 5.08 & 49.02 \\
35.28 & 0.00 & 0.00 & 7.36 & 0.00 & 0.00 & 7.06 & 50.30 \\
27.01 & 0.00 & 0.00 & 13.54 & 0.00 & 0.00 & 1.78 & 57.66 \\
