76.87 & 0.00 & 0.00 & 8.13 & 0.00 & 0.00 & 1.60 & 13.39 \\
49.56 & 0.00 & 0.00 & 7.71 & 0.00 & 0.00 & 4.85 & 37.89 \\
nan & nan & nan & nan & nan & nan & nan & nan \\
19.62 & 0.00 & 0.00 & 57.45 & 0.00 & 0.00 & 1.49 & 21.44 \\
31.19 & 0.00 & 0.00 & 36.70 & 0.00 & 0.00 & 0.92 & 31.19 \\
31.50 & 0.00 & 0.00 & 11.40 & 0.00 & 0.00 & 13.78 & 43.32 \\
31.94 & 0.00 & 0.00 & 10.55 & 0.00 & 0.00 & 16.46 & 41.05 \\
29.02 & 0.00 & 0.00 & 13.63 & 0.00 & 0.00 & 4.94 & 52.41 \\
