75.79 & 0.00 & 0.00 & 9.96 & 0.00 & 0.03 & 2.23 & 11.98 \\
33.71 & 0.00 & 0.00 & 19.36 & 0.00 & 0.00 & 9.57 & 37.36 \\
20.00 & 0.00 & 0.00 & 0.00 & 0.00 & 0.00 & 0.00 & 80.00 \\
7.99 & 0.00 & 0.00 & 71.61 & 0.00 & 0.23 & 2.27 & 17.90 \\
16.83 & 0.00 & 0.00 & 40.87 & 0.00 & 0.48 & 2.88 & 38.94 \\
18.56 & 0.00 & 0.00 & 17.07 & 0.00 & 0.78 & 14.22 & 49.36 \\
28.82 & 0.00 & 0.00 & 14.02 & 0.00 & 0.35 & 17.63 & 39.16 \\
17.27 & 0.00 & 0.00 & 25.12 & 0.00 & 0.34 & 4.92 & 52.35 \\
