76.62 & 0.00 & 0.00 & 7.64 & 0.00 & 0.00 & 1.64 & 14.10 \\
38.99 & 0.00 & 0.00 & 9.91 & 0.00 & 0.00 & 4.41 & 46.70 \\
nan & nan & nan & nan & nan & nan & nan & nan \\
18.52 & 0.00 & 0.00 & 57.73 & 0.00 & 0.00 & 1.00 & 22.75 \\
29.36 & 0.00 & 0.00 & 29.36 & 0.00 & 0.00 & 5.50 & 35.78 \\
33.37 & 0.00 & 0.00 & 10.57 & 0.00 & 0.73 & 11.71 & 43.63 \\
34.75 & 0.00 & 0.00 & 12.82 & 0.00 & 0.00 & 14.42 & 38.01 \\
29.44 & 0.00 & 0.00 & 11.40 & 0.00 & 0.00 & 3.06 & 56.10 \\
